Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score,processed_text,Distribución de temas,Tema más probable
614,angel mendoza,@angello0072,2021-12-12T15:01:07.000Z,"angel mendoza
@angello0072
·
12 dic.","En respuesta a 
@Davivienda
Pero de verdad hagan algo para que estos cajeros ubicados en 
@VillanuevaGuaj
 funcionen al 100%
1",,,1,,[],https://twitter.com/angello0072/status/1470046059573481476,En respuesta a  @Davivienda Pero de verdad hagan algo para que estos cajeros ubicados en  @VillanuevaGuaj funcionen al 100% ,[],,0,[],0,"['@davivienda', '@villanuevaguaj']",2,[],0,[],0,4 stars,0.33944207429885864,"['respuesta', 'daviviendapero', 'verdad', 'hacer', 'cajero', 'ubicado', 'villanuevaguaj', 'funcionar', '1001']","([(0, 0.012162221), (1, 0.95293295), (2, 0.022461481), (3, 0.012443383)], [(55, [1]), (68, [1]), (178, [1]), (293, [1]), (504, [1]), (1171, [1]), (3205, [1]), (3206, [1]), (3207, [1])], [(55, [(1, 0.9999941)]), (68, [(1, 0.999974)]), (178, [(1, 0.99855345)]), (293, [(1, 0.9995688)]), (504, [(1, 0.999874)]), (1171, [(1, 0.9998538)]), (3205, [(1, 0.99112386)]), (3206, [(1, 0.99112386)]), (3207, [(1, 0.99112386)])])",1
615,Carlos Eduardo Noguera,@cnoguera20,2021-12-12T17:50:27.000Z,"Carlos Eduardo Noguera
@CNOGUERA20
·
12 dic.","Es increíble de que 
@DaviPlata
 o 
@Davivienda
 no se les ha dado la gana de solucionarme mi problema desde el sábado mi daviplata dice inválido escribo a línea de WhatsApp nadie responde mi teléfono es 3502190477",,,,,[],https://twitter.com/CNOGUERA20/status/1470088672519364614,Es increíble de que  @DaviPlata o  @Davivienda no se les ha dado la gana de solucionarme mi problema desde el sábado mi daviplata dice inválido escribo a línea de WhatsApp nadie responde mi teléfono es 3502190477,[],,0,[],0,"['@daviplata', '@davivienda']",2,[],0,[],0,1 star,0.9075338840484619,"['increíble', 'daviplata', 'daviviendo', 'haber', 'gana', 'solucionarme', 'problema', 'sábado', 'daviplata', 'decir', 'inválido', 'escribir', 'línea', 'whatsapp', 'nadie', 'responder', 'teléfono', '3502190477']","([(1, 0.68088657), (2, 0.24700584), (3, 0.06579314)], [(38, [1, 3]), (39, [1]), (41, [1]), (81, [1]), (103, [3]), (126, [1, 2]), (127, [1]), (133, [2, 1]), (199, [1]), (644, [1]), (879, [2]), (1091, [2, 1]), (1556, [1]), (2006, [1]), (3208, [1, 2, 3]), (3209, [2, 1]), (3210, [1, 2, 3])], [(38, [(1, 0.9801567), (3, 0.019794082)]), (39, [(1, 0.99987954)]), (41, [(1, 0.9999538)]), (81, [(1, 1.9998493)]), (103, [(3, 0.9988146)]), (126, [(1, 0.97537243), (2, 0.024460422)]), (127, [(1, 0.99720126)]), (133, [(1, 0.03402732), (2, 0.9647691)]), (199, [(1, 0.9998307)]), (644, [(1, 0.9969376)]), (879, [(2, 0.99801725)]), (1091, [(1, 0.011872437), (2, 0.98680806)]), (1556, [(1, 0.9967061)]), (2006, [(1, 0.9934988)]), (3208, [(1, 0.7074428), (2, 0.23138049), (3, 0.038312513)]), (3209, [(1, 0.042175848), (2, 0.95229554)]), (3210, [(1, 0.7074428), (2, 0.23138049), (3, 0.038312513)])])",1
616,Kenny Gutiérrez,@kennygautier30,2021-12-12T00:25:39.000Z,"Kenny Gutiérrez
@KennyGautier30
·
11 dic.","En respuesta a 
@WinSportsTV
 y 
@AsoDeporCali
La mano debió estar en Davivienda ",😂 😅,,,,[],https://twitter.com/KennyGautier30/status/1469825739763732485,En respuesta a  @WinSportsTV y  @AsoDeporCali La mano debió estar en Davivienda ,[],,0,[],0,"['@winsportstv', '@asodeporcali']",2,[],0,[],0,1 star,0.5033506751060486,"['respuesta', 'winsportstv', 'asodeporcalila', 'mano', 'deber', 'davivienda']","([(0, 0.01760213), (1, 0.93186855), (2, 0.032532785), (3, 0.01799654)], [(7, [1]), (178, [1]), (208, [1]), (1800, [1]), (3211, [1]), (3212, [1])], [(7, [(1, 0.9999876)]), (178, [(1, 0.99778956)]), (208, [(1, 0.9999623)]), (1800, [(1, 0.99974835)]), (3211, [(1, 0.99084157)]), (3212, [(1, 0.99084157)])])",1
617,Andres Leon,@andresleon16,2021-12-12T00:07:45.000Z,"Andres Leon
@AndresLeon16
·
11 dic.","Señores 
@Davivienda
 y 
@DaviPlata
 ya más de 10 días siguen sin servicio las plataformas virtuales, cuando podremos tener solución?
2",,2.0,,,[],https://twitter.com/AndresLeon16/status/1469821236154929152,"Señores  @Davivienda y  @DaviPlata ya más de 10 días siguen sin servicio las plataformas virtuales, cuando podremos tener solución? ",[],,0,[],0,"['@davivienda', '@daviplata']",2,[],0,[],0,1 star,0.7410924434661865,"['señor', 'daviviendo', 'daviplata', 'seguir', 'servicio', 'plataforma', 'virtual', 'poder', 'tener', 'solución2']","([(0, 0.010998888), (1, 0.95749944), (2, 0.020246362), (3, 0.011255348)], [(18, [1]), (38, [1]), (45, [1]), (46, [1]), (81, [1]), (193, [1]), (234, [1]), (248, [1]), (366, [1]), (3213, [1])], [(18, [(1, 0.999994)]), (38, [(1, 0.9999841)]), (45, [(1, 0.99955565)]), (46, [(1, 0.9999647)]), (81, [(1, 0.999989)]), (193, [(1, 0.9999767)]), (234, [(1, 0.9998501)]), (248, [(1, 0.99980986)]), (366, [(1, 0.99912316)]), (3213, [(1, 0.9964261)])])",1
618,Shara Lopez,@sharalo85029316,2021-12-12T13:54:12.000Z,"Shara Lopez
@SharaLo85029316
·
12 dic.","Respondiendo a 
@Skater_To_Death
 @MafeLemus5
 y 5 más
Hola ya te llego el giro?
1",,1.0,,,[],https://twitter.com/SharaLo85029316/status/1470029221212925954,Respondiendo a  @Skater_To_Death @MafeLemus5 y 5 más Hola ya te llego el giro? ,[],,0,[],0,"['@skater_to_death', '@mafelemus5']",2,[],0,[],0,1 star,0.6136033535003662,"['responder', 'skatertodeath', 'mafelemus5', 'máshola', 'llegar', 'giro1']","([(0, 0.017552631), (1, 0.039877877), (2, 0.03212356), (3, 0.910446)], [(103, [3]), (484, [3]), (880, [3]), (3125, [3]), (3214, [3]), (3215, [3])], [(103, [(3, 0.99999547)]), (484, [(3, 0.99997735)]), (880, [(3, 0.9999063)]), (3125, [(3, 0.9993336)]), (3214, [(3, 0.9963973)]), (3215, [(3, 0.9984558)])])",3
619,Alfred Maggiore,@alfredmaggiore,2021-12-12T20:47:34.000Z,"Alfred Maggiore
@AlfredMaggiore
·
12 dic.","En respuesta a 
@Davivienda
Ja, perdí media hora haciendo cola en un cajero, para que al ingresar el cajero no leyera la tarjeta, no estoy de genio para más trámites.",,,,,[],https://twitter.com/AlfredMaggiore/status/1470133248034488324,"En respuesta a  @Davivienda Ja, perdí media hora haciendo cola en un cajero, para que al ingresar el cajero no leyera la tarjeta, no estoy de genio para más trámites.",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.47312769293785095,"['respuesta', 'daviviendaja', 'perdí', 'medio', 'hora', 'hacer', 'cola', 'cajero', 'ingresar', 'cajero', 'leer', 'tarjeta', 'genio', 'trámite']","([(0, 0.08002505), (1, 0.8970077), (2, 0.014762068)], [(34, [1]), (42, [1]), (55, [1]), (59, [1]), (68, [1]), (178, [1, 0]), (490, [1]), (517, [1]), (817, [0, 1]), (1147, [1]), (2118, [1]), (2150, [1]), (3216, [1, 0])], [(34, [(1, 0.99874)]), (42, [(1, 0.9998397)]), (55, [(1, 0.99998283)]), (59, [(1, 0.99933165)]), (68, [(1, 1.9998574)]), (178, [(0, 0.063636236), (1, 0.9354561)]), (490, [(1, 0.999932)]), (517, [(1, 0.99990743)]), (817, [(0, 0.96222293), (1, 0.035670023)]), (1147, [(1, 0.99833775)]), (2118, [(1, 0.98551714)]), (2150, [(1, 0.99873865)]), (3216, [(0, 0.02084563), (1, 0.9690769)])])",1
620,yamilita diaz,@yamilitadiaz1,2021-12-12T01:18:05.000Z,"yamilita diaz
@yamilitadiaz1
·
11 dic.","En respuesta a 
@andrescepeda
 y 
@Davivienda
Muy, muy bello, no me perdí ni un minuto!!!",,,,,[],https://twitter.com/yamilitadiaz1/status/1469838937053085697,"En respuesta a  @andrescepeda y  @Davivienda Muy, muy bello, no me perdí ni un minuto!!!",[],,0,[],0,"['@andrescepeda', '@davivienda']",2,[],0,[],0,5 stars,0.8346869349479675,"['respuesta', 'andrescepeda', 'daviviendamuy', 'bello', 'perder', 'minuto']","([(0, 0.5342935), (1, 0.2926454), (2, 0.032530293), (3, 0.1405308)], [(178, [0, 1]), (242, [0, 1]), (1321, [1]), (2329, [0]), (3040, [0]), (3069, [3, 0, 1])], [(178, [(0, 0.71004385), (1, 0.28750852)]), (242, [(0, 0.62676257), (1, 0.37286377)]), (1321, [(1, 0.99214906)]), (2329, [(0, 0.9979548)]), (3040, [(0, 0.98317546)]), (3069, [(0, 0.14320736), (1, 0.03458783), (3, 0.8134387)])])",0
621,Alfred Maggiore,@alfredmaggiore,2021-12-12T20:09:25.000Z,"Alfred Maggiore
@AlfredMaggiore
·
12 dic.","En respuesta a 
@AlfredMaggiore
 y 
@Davivienda
Fuera de eso, se intenta una transacción sin tarjeta y condicionan a agregar un código que envian al telefono, como si yo cargara el teléfono conectado en el culo, y el dicho código nunca llegó. Que mal servicio.",,,,,[],https://twitter.com/AlfredMaggiore/status/1470123645330669577,"En respuesta a  @AlfredMaggiore y  @Davivienda Fuera de eso, se intenta una transacción sin tarjeta y condicionan a agregar un código que envian al telefono, como si yo cargara el teléfono conectado en el culo, y el dicho código nunca llegó. Que mal servicio.",[],,0,[],0,"['@alfredmaggiore', '@davivienda']",2,[],0,[],0,1 star,0.8961571455001831,"['respuesta', 'alfredmaggiore', 'daviviendafuero', 'intentar', 'transacción', 'tarjeta', 'condicionar', 'agregar', 'código', 'enviar', 'telefono', 'cargar', 'teléfono', 'conectado', 'culo', 'dicho', 'código', 'nunca', 'llegar', 'servicio']","([(1, 0.67628187), (2, 0.060793754), (3, 0.25721022)], [(178, [1, 2]), (191, [1]), (193, [1]), (217, [1]), (233, [1]), (328, [1]), (367, [1]), (484, [3]), (490, [1]), (1032, [3, 1]), (1091, [2, 1, 3]), (1606, [1, 3]), (1636, [3]), (3217, [3, 1]), (3218, [3, 1]), (3219, [3, 1]), (3220, [1, 3]), (3221, [3, 1]), (3222, [1, 3])], [(178, [(1, 0.9126572), (2, 0.08729121)]), (191, [(1, 0.99919814)]), (193, [(1, 0.999696)]), (217, [(1, 1.9954712)]), (233, [(1, 0.99887663)]), (328, [(1, 0.99896026)]), (367, [(1, 0.99914217)]), (484, [(3, 0.9970394)]), (490, [(1, 0.9996841)]), (1032, [(1, 0.06683913), (3, 0.92179203)]), (1091, [(1, 0.06224046), (2, 0.91234934), (3, 0.022463176)]), (1606, [(1, 0.9267064), (3, 0.06660899)]), (1636, [(3, 0.99094445)]), (3217, [(1, 0.4638352), (3, 0.5135744)]), (3218, [(1, 0.4638352), (3, 0.5135744)]), (3219, [(1, 0.4638352), (3, 0.5135744)]), (3220, [(1, 0.92218405), (3, 0.071195535)]), (3221, [(1, 0.4638352), (3, 0.5135744)]), (3222, [(1, 0.9400769), (3, 0.05435434)])])",1
622,Jose Castano,@josecastanj,2021-12-12T00:34:27.000Z,"Jose Castano
@josecastanj
·
11 dic.","Respondiendo a 
@Edimejia1979
 @NoticiasRCN
 y 2 más
Yo estoy en las mismas desde hace 1 mes
2
2",,,2,2,[],https://twitter.com/josecastanj/status/1469827954842775559,Respondiendo a  @Edimejia1979 @NoticiasRCN y 2 más Yo estoy en las mismas desde hace 1 mes  ,[],,0,[],0,"['@edimejia1979', '@noticiasrcn']",2,[],0,[],0,1 star,0.3063097298145294,"['responder', 'edimejia1979_noticiasrcn', 'másyo', 'mismo', 'hacer', 'mes22']","([(0, 0.017554931), (1, 0.34178236), (2, 0.03212904), (3, 0.6085337)], [(55, [1]), (103, [3]), (447, [1]), (3223, [3]), (3224, [3, 1]), (3225, [3])], [(55, [(1, 0.9995684)]), (103, [(3, 0.9999648)]), (447, [(1, 0.9983481)]), (3223, [(3, 0.99871755)]), (3224, [(1, 0.027007679), (3, 0.9670815)]), (3225, [(3, 0.99811393)])])",3
623,J.M,@jema200021,2021-12-12T19:03:35.000Z,"J.M
@JEMA200021
·
12 dic.","En respuesta a 
@HugoSal16633467
 @MarianaBalague7
 y 
@petrogustavo
Woooowwww lo van a quebrar como a Cine Colombia, Grupo Aval, Bancolombia, Rappi, Mario Hernández y a Davivienda? 
2",😂 😂 😂 😂,,,2,[],https://twitter.com/JEMA200021/status/1470107079176241154,"En respuesta a  @HugoSal16633467 @MarianaBalague7 y  @petrogustavo Woooowwww lo van a quebrar como a Cine Colombia, Grupo Aval, Bancolombia, Rappi, Mario Hernández y a Davivienda?  ",[],,0,[],0,"['@hugosal16633467', '@marianabalague7', '@petrogustavo']",3,[],0,[],0,1 star,0.6158260107040405,"['respuesta', 'hugosal16633467', 'marianabalague7', 'petrogustavowoooowwww', 'quebrar', 'cine', 'colombia', 'grupo', 'aval', 'bancolombio', 'rappi', 'mario', 'hernández', 'davivienda']","([(0, 0.8450004), (1, 0.13205804), (2, 0.0147284)], [(7, [0, 1]), (139, [0]), (140, [0, 1]), (156, [0]), (178, [0, 1]), (285, [1, 0]), (757, [0]), (2211, [0]), (3226, [0]), (3227, [0]), (3228, [0]), (3229, [0]), (3230, [0]), (3231, [0])], [(7, [(0, 0.749665), (1, 0.2503278)]), (139, [(0, 0.99964863)]), (140, [(0, 0.67453283), (1, 0.32509938)]), (156, [(0, 0.999806)]), (178, [(0, 0.90537137), (1, 0.09385009)]), (285, [(0, 0.018313386), (1, 0.98110586)]), (757, [(0, 0.99885476)]), (2211, [(0, 0.9990812)]), (3226, [(0, 0.9918348)]), (3227, [(0, 0.9964023)]), (3228, [(0, 0.9918348)]), (3229, [(0, 0.9918348)]), (3230, [(0, 0.9918348)]), (3231, [(0, 0.99782044)])])",0
624,Dylan SB,@skater_to_death,2021-12-12T21:08:48.000Z,"Dylan SB
@Skater_To_Death
·
12 dic.","Respondiendo a 
@SharaLo85029316
 @MafeLemus5
 y 5 más
Aun no, esperar a mañana o en el transcurso de la semana..
1",,1.0,,,[],https://twitter.com/Skater_To_Death/status/1470138592135634952,"Respondiendo a  @SharaLo85029316 @MafeLemus5 y 5 más Aun no, esperar a mañana o en el transcurso de la semana.. ",[],,0,[],0,"['@sharalo85029316', '@mafelemus5']",2,[],0,[],0,1 star,0.5548999905586243,"['responder', 'sharalo85029316', 'mafelemus5', 'másaun', 'esperar', 'mañana', 'transcurso', 'semana1']","([(0, 0.0135492785), (1, 0.26680988), (2, 0.024808848), (3, 0.694832)], [(103, [3]), (184, [1]), (1137, [1]), (3125, [3]), (3232, [3, 1]), (3233, [3, 1]), (3234, [3, 1]), (3235, [3, 1])], [(103, [(3, 0.9999755)]), (184, [(1, 0.9919001)]), (1137, [(1, 0.9974774)]), (3125, [(3, 0.9969179)]), (3232, [(1, 0.015563096), (3, 0.97952914)]), (3233, [(1, 0.015563096), (3, 0.97952914)]), (3234, [(1, 0.015563096), (3, 0.97952914)]), (3235, [(1, 0.015563096), (3, 0.97952914)])])",3
625,amaria,@amariaalar,2021-12-12T00:02:36.000Z,"amaria
@amariaalar
·
11 dic.","En respuesta a 
@andrescepeda
 y 
@Davivienda
Hermoso concierto ",🤩,,,,[],https://twitter.com/amariaalar/status/1469819940605734917,En respuesta a  @andrescepeda y  @Davivienda Hermoso concierto ,[],,0,[],0,"['@andrescepeda', '@davivienda']",2,[],0,[],0,5 stars,0.7641131281852722,"['respuesta', 'andrescepeda', 'daviviendahermoso', 'concierto']","([(0, 0.8702427), (1, 0.057802454), (2, 0.046372384), (3, 0.025582392)], [(178, [0]), (1547, [0]), (2329, [0]), (3236, [0])], [(178, [(0, 0.9922237)]), (1547, [(0, 0.9996482)]), (2329, [(0, 0.99979204)]), (3236, [(0, 0.99620134)])])",0
626,Stephanie Trujillo,@stefytrujillo,2021-12-12T18:41:40.000Z,"Stephanie Trujillo
@SteFytrujillo
·
12 dic.","@Davivienda
 nuevamente sin acceso a los canales virtuales… una semana así… q debo hacer?
1",,1.0,,,[],https://twitter.com/SteFytrujillo/status/1470101561946877957,@Davivienda nuevamente sin acceso a los canales virtuales… una semana así… q debo hacer? ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.6868411302566528,"['daviviendo', 'nuevamente', 'acceso', 'canal', 'virtual', 'semana', 'debo', 'hacer1']","([(0, 0.013520981), (1, 0.72170687), (2, 0.25093538), (3, 0.013836763)], [(15, [1]), (38, [1]), (246, [2]), (248, [1]), (1122, [1]), (1634, [1]), (1834, [1]), (3237, [2, 1])], [(15, [(1, 0.9997586)]), (38, [(1, 0.99994564)]), (246, [(2, 0.9991742)]), (248, [(1, 0.99870634)]), (1122, [(1, 0.998595)]), (1634, [(1, 0.9982098)]), (1834, [(1, 0.9991213)]), (3237, [(1, 0.029563999), (2, 0.9689474)])])",1
627,Jose Castano,@josecastanj,2021-12-12T00:34:40.000Z,"Jose Castano
@josecastanj
·
11 dic.","Respondiendo a 
@Edimejia1979
 @NoticiasRCN
 y 2 más
No dan respuesta de nada
2
2",,,2,2,[],https://twitter.com/josecastanj/status/1469828011973357571,Respondiendo a  @Edimejia1979 @NoticiasRCN y 2 más No dan respuesta de nada  ,[],,0,[],0,"['@edimejia1979', '@noticiasrcn']",2,[],0,[],0,1 star,0.8116610050201416,"['responder', 'edimejia1979_noticiasrcn', 'másno', 'respuesta', 'nada22']","([(0, 0.020645091), (1, 0.050643012), (2, 0.21036582), (3, 0.7183461)], [(103, [3]), (178, [2, 1]), (3223, [3]), (3238, [3]), (3239, [3])], [(103, [(3, 0.99998605)]), (178, [(1, 0.021361377), (2, 0.97816706)]), (3223, [(3, 0.9995494)]), (3238, [(3, 0.9997737)]), (3239, [(3, 0.98629266)])])",3
628,JHONNY SMITH,@jhonnysmithmusi,2021-12-12T13:31:48.000Z,"JHONNY SMITH
@JhonnySmithMusi
·
12 dic.","En respuesta a 
@Andreshurtado_7
 y 
@Davivienda
Excelente idea sr alcalde",,,,,[],https://twitter.com/JhonnySmithMusi/status/1470023584043212804,En respuesta a  @Andreshurtado_7 y  @Davivienda Excelente idea sr alcalde,[],,0,[],0,"['@andreshurtado_7', '@davivienda']",2,[],0,[],0,5 stars,0.5862799286842346,"['respuesta', 'andreshurtado7', 'daviviendaexcelente', 'idea', 'alcalde']","([(0, 0.44705746), (1, 0.04859002), (2, 0.038781036), (3, 0.4655715)], [(178, [0]), (1620, [0, 3]), (1759, [3]), (2828, [3, 0]), (3240, [3, 0])], [(178, [(0, 0.9855461)]), (1620, [(0, 0.96189696), (3, 0.03509322)]), (1759, [(3, 0.99825495)]), (2828, [(0, 0.04065), (3, 0.95580775)]), (3240, [(0, 0.444166), (3, 0.5467413)])])",3
629,Vladimir fajardo,@ilich2586,2021-12-12T14:39:13.000Z,"Vladimir fajardo
@ilich2586
·
12 dic.","Respondiendo a 
@ebliinreyes
 @SusanaCorreaBor
 y 5 más
Jajajajaja ",🤣,,,,[],https://twitter.com/ilich2586/status/1470040547394048011,Respondiendo a  @ebliinreyes @SusanaCorreaBor y 5 más Jajajajaja ,[],,0,[],0,"['@ebliinreyes', '@susanacorreabor']",2,[],0,[],0,1 star,0.37826159596443176,"['responder', 'ebliinrey', 'susanacorreabor', 'másjajajajaja']","([(0, 0.02506528), (1, 0.22954212), (2, 0.045921832), (3, 0.69947076)], [(103, [3]), (3061, [1, 3]), (3241, [3, 1]), (3242, [3, 1])], [(103, [(3, 0.9999814)]), (3061, [(1, 0.79009736), (3, 0.20166104)]), (3241, [(1, 0.010761939), (3, 0.9841577)]), (3242, [(1, 0.010761939), (3, 0.9841577)])])",3
630,Juan. Manuel,@juanma7725,2021-12-12T19:45:53.000Z,"Juan. Manuel
@Juanma7725
·
12 dic.","Respondiendo a 
@Juanma7725
 @AlexMesa17
 y 6 más
Gracias ya lo hice esperemos  me pueda ayudar",,,,,[],https://twitter.com/Juanma7725/status/1470117724961583108,Respondiendo a  @Juanma7725 @AlexMesa17 y 6 más Gracias ya lo hice esperemos  me pueda ayudar,[],,0,[],0,"['@juanma7725', '@alexmesa17']",2,[],0,[],0,5 stars,0.37859126925468445,"['responder', 'juanma7725', 'alexmesa17', 'másgracia', 'hacer', 'esperar', 'poder', 'ayudar']","([(0, 0.013558817), (1, 0.38282767), (2, 0.16411866), (3, 0.43949485)], [(45, [1, 2]), (55, [1]), (103, [3]), (120, [2]), (1137, [1]), (3243, [3, 1]), (3244, [3, 1, 2]), (3245, [3, 1, 2])], [(45, [(1, 0.8406806), (2, 0.15896818)]), (55, [(1, 0.9997208)]), (103, [(3, 0.9999311)]), (120, [(2, 0.9991087)]), (1137, [(1, 0.99889725)]), (3243, [(1, 0.049538624), (3, 0.93938494)]), (3244, [(1, 0.08613426), (2, 0.023060039), (3, 0.8796823)]), (3245, [(1, 0.08613426), (2, 0.023060039), (3, 0.8796823)])])",3
631,Alfred Maggiore,@alfredmaggiore,2021-12-12T20:11:21.000Z,"Alfred Maggiore
@AlfredMaggiore
·
12 dic.","En respuesta a 
@Davivienda
Detesto la terminología, porque el tiempo que me queda sobre este planeta ya es muy poco, para perderlo haciendo trámites.
1",,1.0,,,[],https://twitter.com/AlfredMaggiore/status/1470124131266015234,"En respuesta a  @Davivienda Detesto la terminología, porque el tiempo que me queda sobre este planeta ya es muy poco, para perderlo haciendo trámites. ",[],,0,[],0,['@davivienda'],1,[],0,[],0,2 stars,0.39530321955680847,"['respuesta', 'daviviendadetesto', 'terminología', 'tiempo', 'quedar', 'planeta', 'perder', 'hacer', 'trámites1']","([(0, 0.012230387), (1, 0.70722055), (2, 0.26803726), (3, 0.01251183)], [(55, [1]), (178, [1, 2]), (242, [1]), (729, [2]), (804, [1]), (3246, [1, 2]), (3247, [1, 2]), (3248, [1, 2]), (3249, [1, 2])], [(55, [(1, 0.9999734)]), (178, [(1, 0.6516267), (2, 0.34835306)]), (242, [(1, 0.9996563)]), (729, [(2, 0.99873257)]), (804, [(1, 0.99980426)]), (3246, [(1, 0.65011173), (2, 0.32580724)]), (3247, [(1, 0.95148087), (2, 0.043390185)]), (3248, [(1, 0.65011173), (2, 0.32580724)]), (3249, [(1, 0.65011173), (2, 0.32580724)])])",1
632,Taurense,@taurense1,2021-12-12T00:43:40.000Z,"Taurense
@Taurense1
·
11 dic.","Respondiendo a 
@Edimejia1979
 @NoticiasRCN
 y 2 más
No sólo en Colombia en Panamá también
2
1",,,2,1,[],https://twitter.com/Taurense1/status/1469830276587180032,Respondiendo a  @Edimejia1979 @NoticiasRCN y 2 más No sólo en Colombia en Panamá también  ,[],,0,[],0,"['@edimejia1979', '@noticiasrcn']",2,[],0,[],0,5 stars,0.31456953287124634,"['responder', 'edimejia1979_noticiasrcn', 'másno', 'sólo', 'colombia', 'panamá', 'también21']","([(0, 0.015285895), (1, 0.1801723), (2, 0.027978558), (3, 0.7765633)], [(103, [3]), (285, [3, 1]), (348, [1, 3]), (3223, [3]), (3238, [3]), (3250, [3]), (3251, [3])], [(103, [(3, 0.99998534)]), (285, [(1, 0.1307394), (3, 0.86921203)]), (348, [(1, 0.97684425), (3, 0.022245068)]), (3223, [(3, 0.99948055)]), (3238, [(3, 0.9997353)]), (3250, [(3, 0.9889066)]), (3251, [(3, 0.9889066)])])",3
633,Andrea Angarita,@andreaa57894205,2021-12-12T15:06:43.000Z,"Andrea Angarita
@AndreaA57894205
·
12 dic.","@davidbarguil
 buenos días, ahora nuevamente los bancos buscando como sacarle plata a los usuarios. Davivienda ahora cobra 1500 pesos, sí e quiere retirar sin tarjeta, no importa el montó.",,,,,[],https://twitter.com/AndreaA57894205/status/1470047471304855561,"@davidbarguil buenos días, ahora nuevamente los bancos buscando como sacarle plata a los usuarios. Davivienda ahora cobra 1500 pesos, sí e quiere retirar sin tarjeta, no importa el montó.",[],,0,[],0,['@davidbarguil'],1,[],0,[],0,1 star,0.6551561951637268,"['davidbarguil', 'buen', 'ahora', 'nuevamente', 'banco', 'buscar', 'sacar', 'plata', 'usuario', 'davivienda', 'ahora', 'cobrar', '1500', 'pesos', 'querer', 'retirar', 'tarjeta', 'importar', 'montar']","([(1, 0.92575866), (2, 0.010946399), (3, 0.05731301)], [(7, [1]), (23, [1]), (25, [1]), (61, [1]), (74, [1]), (90, [1]), (143, [1]), (204, [1]), (236, [1]), (338, [1]), (379, [1]), (490, [1]), (638, [3]), (785, [1]), (1634, [1]), (1988, [1]), (3252, [1, 3]), (3253, [1])], [(7, [(1, 0.99998987)]), (23, [(1, 0.9996033)]), (25, [(1, 0.9963159)]), (61, [(1, 0.9999446)]), (74, [(1, 0.99973285)]), (90, [(1, 0.9992255)]), (143, [(1, 0.99988955)]), (204, [(1, 0.99991417)]), (236, [(1, 1.9997709)]), (338, [(1, 0.99983937)]), (379, [(1, 0.99976754)]), (490, [(1, 0.99994594)]), (638, [(3, 0.98994935)]), (785, [(1, 0.99993896)]), (1634, [(1, 0.9990764)]), (1988, [(1, 0.99894464)]), (3252, [(1, 0.9784262), (3, 0.012057952)]), (3253, [(1, 0.99755645)])])",1
634,Felipe LEONEL,@felipel88764878,2021-12-12T00:45:10.000Z,"Felipe LEONEL
@FelipeL88764878
·
11 dic.","Respondiendo a 
@Edimejia1979
 @NoticiasRCN
 y 2 más
Estamos igual aca
1
2
2",,1.0,2,2,[],https://twitter.com/FelipeL88764878/status/1469830651553722374,Respondiendo a  @Edimejia1979 @NoticiasRCN y 2 más Estamos igual aca   ,[],,0,[],0,"['@edimejia1979', '@noticiasrcn']",2,[],0,[],0,1 star,0.35206523537635803,"['responder', 'edimejia1979_noticiasrcn', 'másestar', 'igual', 'aca122']","([(0, 0.020639725), (1, 0.22344422), (2, 0.037784547), (3, 0.71813154)], [(103, [3]), (330, [1, 3]), (3223, [3]), (3254, [3]), (3255, [3])], [(103, [(3, 0.99998164)]), (330, [(1, 0.9885521), (3, 0.01099888)]), (3223, [(3, 0.99934036)]), (3254, [(3, 0.98544884)]), (3255, [(3, 0.98544884)])])",3
635,Esther SL,@esther_sl1,2021-12-12T12:06:56.000Z,"Esther SL
@Esther_SL1
·
12 dic.","Respondiendo a 
@CinthyQuinones
 @Davivienda
 y 2 más
Maestro Cepeda. Saludos cordiales desde Argentina ",💙 ❤,,,,[],https://twitter.com/Esther_SL1/status/1470002226852765697,Respondiendo a  @CinthyQuinones @Davivienda y 2 más Maestro Cepeda. Saludos cordiales desde Argentina ,[],,0,[],0,"['@cinthyquinones', '@davivienda']",2,[],0,[],0,5 stars,0.3504762351512909,"['responder', 'cinthyquinón', 'daviviendo', 'másmaestro', 'cepedar', 'saludo', 'cordial', 'argentina']","([(0, 0.26523784), (1, 0.033773653), (2, 0.22245331), (3, 0.47853515)], [(38, [3, 1]), (103, [3]), (1956, [2, 3, 0]), (1959, [2]), (2760, [0, 3]), (3161, [0, 3, 2]), (3256, [3, 0, 2]), (3257, [3, 0, 2])], [(38, [(1, 0.023094142), (3, 0.9761989)]), (103, [(3, 0.9999125)]), (1956, [(0, 0.12821011), (2, 0.59900975), (3, 0.2536957)]), (1959, [(2, 0.99871826)]), (2760, [(0, 0.93501043), (3, 0.05397329)]), (3161, [(0, 0.71112514), (2, 0.011016375), (3, 0.2712642)]), (3256, [(0, 0.2028014), (2, 0.04857077), (3, 0.73656654)]), (3257, [(0, 0.2028014), (2, 0.04857077), (3, 0.73656654)])])",3
